Localidad,Departamento,Provincia,Region,Anio,Poblacion Urbana
Candelaria,Ayacucho,San Luis,Centro,1991,1669
Candelaria,Ayacucho,San Luis,Centro,1980,1230
Candelaria,Ayacucho,San Luis,Centro,1970,1066
Candelaria,Ayacucho,San Luis,Centro,1960,1248
Los Quirquinchos,Caseros,Santa Fe,Pampeana,2010,2462
Los Quirquinchos,Caseros,Santa Fe,Pampeana,2001,2521
Los Quirquinchos,Caseros,Santa Fe,Pampeana,1991,2478
Los Quirquinchos,Caseros,Santa Fe,Pampeana,1980,2354
Los Quirquinchos,Caseros,Santa Fe,Pampeana,1970,2158
Los Quirquinchos,Caseros,Santa Fe,Pampeana,1960,1784
Londres ,Belén,Catamarca,Noroeste,2010,2456
Londres ,Belén,Catamarca,Noroeste,2001,2134
Londres ,Belén,Catamarca,Noroeste,1991,1844
Londres ,Belén,Catamarca,Noroeste,1980,1568
Londres ,Belén,Catamarca,Noroeste,1970,1792
Londres ,Belén,Catamarca,Noroeste,1960,2000
San Carlos,Ituzaingó,Corrientes,Noreste,2010,2454
San Carlos,Ituzaingó,Corrientes,Noreste,2001,2224
San Carlos,Ituzaingó,Corrientes,Noreste,1991,1664
San Carlos,Ituzaingó,Corrientes,Noreste,1980,1368
San Carlos,Ituzaingó,Corrientes,Noreste,1970,1242
San Carlos,Ituzaingó,Corrientes,Noreste,1960,1858
Añelo,Añelo,Neuquén,Comahue,2010,2449
Añelo,Añelo,Neuquén,Comahue,2001,1543
Añelo,Añelo,Neuquén,Comahue,1991,893
Añelo,Añelo,Neuquén,Comahue,1980,368
Añelo,Añelo,Neuquén,Comahue,1970,32
Añelo,Añelo,Neuquén,Comahue,1960,46
Buta Ranquil,Pehuenches,Neuquén,Comahue,2010,2443
Buta Ranquil,Pehuenches,Neuquén,Comahue,2001,1621
Buta Ranquil,Pehuenches,Neuquén,Comahue,1991,735
Buta Ranquil,Pehuenches,Neuquén,Comahue,1980,395
Buta Ranquil,Pehuenches,Neuquén,Comahue,1970,364
Buta Ranquil,Pehuenches,Neuquén,Comahue,1960,527
Serrezuela,Cruz del Eje,Córdoba,Centro,2010,2441
Serrezuela,Cruz del Eje,Córdoba,Centro,2001,2291
Serrezuela,Cruz del Eje,Córdoba,Centro,1991,2019
Serrezuela,Cruz del Eje,Córdoba,Centro,1980,2002
Serrezuela,Cruz del Eje,Córdoba,Centro,1970,1904
Serrezuela,Cruz del Eje,Córdoba,Centro,1960,2294
Sol de Julio,Ojo de Agua,Santiago del Estero,Pampeana,2010,2437
Sol de Julio,Ojo de Agua,Santiago del Estero,Pampeana,2001,1799
Sol de Julio,Ojo de Agua,Santiago del Estero,Pampeana,1991,1549
Sol de Julio,Ojo de Agua,Santiago del Estero,Pampeana,1980,944
Sol de Julio,Ojo de Agua,Santiago del Estero,Pampeana,1970,1007
Sol de Julio,Ojo de Agua,Santiago del Estero,Pampeana,1960,1219
Calchín,Río Segundo,Córdoba,Centro,2010,2435
Calchín,Río Segundo,Córdoba,Centro,2001,2038
Calchín,Río Segundo,Córdoba,Centro,1991,1707
Calchín,Río Segundo,Córdoba,Centro,1980,1517
Calchín,Río Segundo,Córdoba,Centro,1970,1328
Calchín,Río Segundo,Córdoba,Centro,1960,1203
Jacinto Aráuz,Hucal,La Pampa,Pampeana,2010,2434
Jacinto Aráuz,Hucal,La Pampa,Pampeana,2001,2463
Jacinto Aráuz,Hucal,La Pampa,Pampeana,1991,2155
Jacinto Aráuz,Hucal,La Pampa,Pampeana,1980,1928
Jacinto Aráuz,Hucal,La Pampa,Pampeana,1970,1752
Jacinto Aráuz,Hucal,La Pampa,Pampeana,1960,1182
Colonia Liebig's ,Ituzaingó,Corrientes,Noreste,2010,2429
Colonia Liebig's ,Ituzaingó,Corrientes,Noreste,2001,2194
Colonia Liebig's ,Ituzaingó,Corrientes,Noreste,1991,1380
Colonia Liebig's ,Ituzaingó,Corrientes,Noreste,1980,960
Colonia Liebig's ,Ituzaingó,Corrientes,Noreste,1970,672
Colonia Liebig's ,Ituzaingó,Corrientes,Noreste,1960,NA
Guatimozín,Marcos Juárez,Córdoba,Centro,2010,2428
Guatimozín,Marcos Juárez,Córdoba,Centro,2001,2524
Guatimozín,Marcos Juárez,Córdoba,Centro,1991,2577
Guatimozín,Marcos Juárez,Córdoba,Centro,1980,2620
Guatimozín,Marcos Juárez,Córdoba,Centro,1970,2389
Guatimozín,Marcos Juárez,Córdoba,Centro,1960,2801
Obispo Trejo,Río Primero,Córdoba,Centro,2010,2420
Obispo Trejo,Río Primero,Córdoba,Centro,2001,1911
Obispo Trejo,Río Primero,Córdoba,Centro,1991,1194
Obispo Trejo,Río Primero,Córdoba,Centro,1980,1089
Obispo Trejo,Río Primero,Córdoba,Centro,1970,1338
Obispo Trejo,Río Primero,Córdoba,Centro,1960,1294
Huillapima,Capayán,Catamarca,Noroeste,2010,2416
Huillapima,Capayán,Catamarca,Noroeste,2001,2139
Huillapima,Capayán,Catamarca,Noroeste,1991,1543
Huillapima,Capayán,Catamarca,Noroeste,1980,1055
Huillapima,Capayán,Catamarca,Noroeste,1970,937
Huillapima,Capayán,Catamarca,Noroeste,1960,902
Lehmann,Castellanos,Santa Fe,Pampeana,2010,2416
Lehmann,Castellanos,Santa Fe,Pampeana,2001,1873
Lehmann,Castellanos,Santa Fe,Pampeana,1991,1489
Lehmann,Castellanos,Santa Fe,Pampeana,1980,1328
Lehmann,Castellanos,Santa Fe,Pampeana,1970,1169
Lehmann,Castellanos,Santa Fe,Pampeana,1960,1873
Medrano,Junín,Mendoza,Cuyo,2010,2415
Medrano,Junín,Mendoza,Cuyo,2001,2559
Medrano,Junín,Mendoza,Cuyo,1991,2044
Medrano,Junín,Mendoza,Cuyo,1980,1264
Medrano,Junín,Mendoza,Cuyo,1970,1221
Medrano,Junín,Mendoza,Cuyo,1960,977
Pueblo Arrúa (Est. Alcaraz) ,La Paz,Entre Ríos,Pampeana,2010,2410
Pueblo Arrúa (Est. Alcaraz) ,La Paz,Entre Ríos,Pampeana,2001,2115
Pueblo Arrúa (Est. Alcaraz) ,La Paz,Entre Ríos,Pampeana,1991,1774
Pueblo Arrúa (Est. Alcaraz) ,La Paz,Entre Ríos,Pampeana,1980,1467
Pueblo Arrúa (Est. Alcaraz) ,La Paz,Entre Ríos,Pampeana,1970,1518
Pueblo Arrúa (Est. Alcaraz) ,La Paz,Entre Ríos,Pampeana,1960,376
Alvear,Rosario,Santa Fe,Pampeana,2010,2402
Alvear,Rosario,Santa Fe,Pampeana,2001,1481
Alvear,Rosario,Santa Fe,Pampeana,1991,1148
Alvear,Rosario,Santa Fe,Pampeana,1980,946
Alvear,Rosario,Santa Fe,Pampeana,1970,842
Alvear,Rosario,Santa Fe,Pampeana,1960,1259
Santa Eufemia,Juárez Celman,Córdoba,Centro,2010,2401
Santa Eufemia,Juárez Celman,Córdoba,Centro,2001,2179
Santa Eufemia,Juárez Celman,Córdoba,Centro,1991,1974
Santa Eufemia,Juárez Celman,Córdoba,Centro,1980,1743
Santa Eufemia,Juárez Celman,Córdoba,Centro,1970,1288
Santa Eufemia,Juárez Celman,Córdoba,Centro,1960,1928
Villa San José de Vinchina ,Vinchina,La Rioja,Centro,2010,2401
Villa San José de Vinchina ,Vinchina,La Rioja,Centro,2001,2318
Villa San José de Vinchina ,Vinchina,La Rioja,Centro,1991,1871
Villa San José de Vinchina ,Vinchina,La Rioja,Centro,1980,1634
Villa San José de Vinchina ,Vinchina,La Rioja,Centro,1970,1491
Villa San José de Vinchina ,Vinchina,La Rioja,Centro,1960,395
Aguas Blancas,Orán,Salta,Noroeste,2010,2395
Aguas Blancas,Orán,Salta,Noroeste,2001,1403
Aguas Blancas,Orán,Salta,Noroeste,1991,1044
Aguas Blancas,Orán,Salta,Noroeste,1980,455
Aguas Blancas,Orán,Salta,Noroeste,1970,292
Aguas Blancas,Orán,Salta,Noroeste,1960,282
El chañar,Burruyacú,Tucumán,Noroeste,2010,2395
El chañar,Burruyacú,Tucumán,Noroeste,2001,1974
El chañar,Burruyacú,Tucumán,Noroeste,1991,1396
El chañar,Burruyacú,Tucumán,Noroeste,1980,932
El chañar,Burruyacú,Tucumán,Noroeste,1970,1116
El chañar,Burruyacú,Tucumán,Noroeste,1960,1299
General Baldissera,Marcos Juárez,Córdoba,Centro,2010,2387
General Baldissera,Marcos Juárez,Córdoba,Centro,2001,2133
General Baldissera,Marcos Juárez,Córdoba,Centro,1991,2052
General Baldissera,Marcos Juárez,Córdoba,Centro,1980,1709
General Baldissera,Marcos Juárez,Córdoba,Centro,1970,1341
General Baldissera,Marcos Juárez,Córdoba,Centro,1960,1282
Graneros,Graneros,Tucumán,Noroeste,2010,2375
Graneros,Graneros,Tucumán,Noroeste,2001,1990
Graneros,Graneros,Tucumán,Noroeste,1991,1477
Graneros,Graneros,Tucumán,Noroeste,1980,958
Graneros,Graneros,Tucumán,Noroeste,1970,962
Graneros,Graneros,Tucumán,Noroeste,1960,1127
Saujil,Pomán,Catamarca,Noroeste,2010,2368
Saujil,Pomán,Catamarca,Noroeste,2001,1927
Saujil,Pomán,Catamarca,Noroeste,1991,1347
Saujil,Pomán,Catamarca,Noroeste,1980,NA
Saujil,Pomán,Catamarca,Noroeste,1970,234
Saujil,Pomán,Catamarca,Noroeste,1960,NA
Santa Lucía ,San Pedro,Buenos Aires,Pampeana,2010,2360
Santa Lucía ,San Pedro,Buenos Aires,Pampeana,2001,2352
Santa Lucía ,San Pedro,Buenos Aires,Pampeana,1991,2141
Santa Lucía ,San Pedro,Buenos Aires,Pampeana,1980,2038
Santa Lucía ,San Pedro,Buenos Aires,Pampeana,1970,1817
Santa Lucía ,San Pedro,Buenos Aires,Pampeana,1960,1900
La Unión,Rivadavia,Salta,Noroeste,2010,2353
La Unión,Rivadavia,Salta,Noroeste,2001,1283
La Unión,Rivadavia,Salta,Noroeste,1991,731
La Unión,Rivadavia,Salta,Noroeste,1980,464
La Unión,Rivadavia,Salta,Noroeste,1970,NA
La Unión,Rivadavia,Salta,Noroeste,1960,163
Simbolar ,Banda,Santiago del Estero,Pampeana,2010,2344
Simbolar ,Banda,Santiago del Estero,Pampeana,2001,1960
Simbolar ,Banda,Santiago del Estero,Pampeana,1991,1395
Simbolar ,Banda,Santiago del Estero,Pampeana,1980,NA
Simbolar ,Banda,Santiago del Estero,Pampeana,1970,821
Simbolar ,Banda,Santiago del Estero,Pampeana,1960,625
Alto Verde,Chicligasta,Tucumán,Noroeste,2010,2341
Alto Verde,Chicligasta,Tucumán,Noroeste,2001,2463
Alto Verde,Chicligasta,Tucumán,Noroeste,1991,1775
Alto Verde,Chicligasta,Tucumán,Noroeste,1980,1452
Alto Verde,Chicligasta,Tucumán,Noroeste,1970,1879
Alto Verde,Chicligasta,Tucumán,Noroeste,1960,1700
Moisés Ville,San Cristóbal,Santa Fe,Pampeana,2010,2318
Moisés Ville,San Cristóbal,Santa Fe,Pampeana,2001,2432
Moisés Ville,San Cristóbal,Santa Fe,Pampeana,1991,2483
Moisés Ville,San Cristóbal,Santa Fe,Pampeana,1980,2686
Moisés Ville,San Cristóbal,Santa Fe,Pampeana,1970,2959
Moisés Ville,San Cristóbal,Santa Fe,Pampeana,1960,2842
San Martín de las Escobas,San Martín,Santa Fe,Pampeana,2010,2299
San Martín de las Escobas,San Martín,Santa Fe,Pampeana,2001,2047
San Martín de las Escobas,San Martín,Santa Fe,Pampeana,1991,1745
San Martín de las Escobas,San Martín,Santa Fe,Pampeana,1980,1609
San Martín de las Escobas,San Martín,Santa Fe,Pampeana,1970,689
San Martín de las Escobas,San Martín,Santa Fe,Pampeana,1960,1521
Achiras,Río Cuarto,Córdoba,Centro,2010,2287
Achiras,Río Cuarto,Córdoba,Centro,2001,2173
Achiras,Río Cuarto,Córdoba,Centro,1991,2123
Achiras,Río Cuarto,Córdoba,Centro,1980,1997
Achiras,Río Cuarto,Córdoba,Centro,1970,1761
Achiras,Río Cuarto,Córdoba,Centro,1960,1989
Los Cerrillos,San Javier,Córdoba,Centro,2010,2283
Los Cerrillos,San Javier,Córdoba,Centro,2001,2455
Los Cerrillos,San Javier,Córdoba,Centro,1991,1390
Los Cerrillos,San Javier,Córdoba,Centro,1980,922
Los Cerrillos,San Javier,Córdoba,Centro,1970,701
Los Cerrillos,San Javier,Córdoba,Centro,1960,792
Saavedra,Saavedra,Buenos Aires,Pampeana,2010,2276
Saavedra,Saavedra,Buenos Aires,Pampeana,2001,2107
Saavedra,Saavedra,Buenos Aires,Pampeana,1991,2248
Saavedra,Saavedra,Buenos Aires,Pampeana,1980,2420
Saavedra,Saavedra,Buenos Aires,Pampeana,1970,2491
Saavedra,Saavedra,Buenos Aires,Pampeana,1960,2404
Villa Sanagasta ,Sanagasta,La Rioja,Centro,2010,2275
Villa Sanagasta ,Sanagasta,La Rioja,Centro,2001,2074
Villa Sanagasta ,Sanagasta,La Rioja,Centro,1991,1574
Villa Sanagasta ,Sanagasta,La Rioja,Centro,1980,1208
Villa Sanagasta ,Sanagasta,La Rioja,Centro,1970,1168
Villa Sanagasta ,Sanagasta,La Rioja,Centro,1960,1314
La Dormida,Santa Rosa,Mendoza,Cuyo,2010,2270
La Dormida,Santa Rosa,Mendoza,Cuyo,2001,2075
La Dormida,Santa Rosa,Mendoza,Cuyo,1991,1953
La Dormida,Santa Rosa,Mendoza,Cuyo,1980,1302
La Dormida,Santa Rosa,Mendoza,Cuyo,1970,856
La Dormida,Santa Rosa,Mendoza,Cuyo,1960,1952
El Aguilar ,Humahuaca,Jujuy,Noroeste,2010,2264
El Aguilar ,Humahuaca,Jujuy,Noroeste,2001,3155
El Aguilar ,Humahuaca,Jujuy,Noroeste,1991,6168
El Aguilar ,Humahuaca,Jujuy,Noroeste,1980,6800
El Aguilar ,Humahuaca,Jujuy,Noroeste,1970,5811
El Aguilar ,Humahuaca,Jujuy,Noroeste,1960,4257
Villa Ascasubi,Tercero Arriba,Córdoba,Centro,2010,2260
Villa Ascasubi,Tercero Arriba,Córdoba,Centro,2001,2081
Villa Ascasubi,Tercero Arriba,Córdoba,Centro,1991,1781
Villa Ascasubi,Tercero Arriba,Córdoba,Centro,1980,1316
Villa Ascasubi,Tercero Arriba,Córdoba,Centro,1970,1081
Villa Ascasubi,Tercero Arriba,Córdoba,Centro,1960,1782
Llambi Campbell,La Capital,Santa Fe,Pampeana,2010,2260
Llambi Campbell,La Capital,Santa Fe,Pampeana,2001,2071
Llambi Campbell,La Capital,Santa Fe,Pampeana,1991,1678
Llambi Campbell,La Capital,Santa Fe,Pampeana,1980,1262
Llambi Campbell,La Capital,Santa Fe,Pampeana,1970,1038
Llambi Campbell,La Capital,Santa Fe,Pampeana,1960,1817
Nueva Pompeya,General Güemes,Chaco,Noreste,2010,2259
Nueva Pompeya,General Güemes,Chaco,Noreste,2001,1772
Nueva Pompeya,General Güemes,Chaco,Noreste,1991,804
Nueva Pompeya,General Güemes,Chaco,Noreste,1980,NA
Nueva Pompeya,General Güemes,Chaco,Noreste,1970,NA
Nueva Pompeya,General Güemes,Chaco,Noreste,1960,NA
San Francisco del Chañar,Sobremonte,Córdoba,Centro,2010,2256
San Francisco del Chañar,Sobremonte,Córdoba,Centro,2001,2067
San Francisco del Chañar,Sobremonte,Córdoba,Centro,1991,1712
San Francisco del Chañar,Sobremonte,Córdoba,Centro,1980,1328
San Francisco del Chañar,Sobremonte,Córdoba,Centro,1970,1003
San Francisco del Chañar,Sobremonte,Córdoba,Centro,1960,1376
Gobernador Costa,Tehuelches,Chubut,Noreste,2010,2251
Gobernador Costa,Tehuelches,Chubut,Noreste,2001,1958
Gobernador Costa,Tehuelches,Chubut,Noreste,1991,1690
Gobernador Costa,Tehuelches,Chubut,Noreste,1980,1447
Gobernador Costa,Tehuelches,Chubut,Noreste,1970,1354
Gobernador Costa,Tehuelches,Chubut,Noreste,1960,803
Misión Tacaagle,Pilagás,Formosa,Noreste,2010,2244
Misión Tacaagle,Pilagás,Formosa,Noreste,2001,2034
Misión Tacaagle,Pilagás,Formosa,Noreste,1991,1328
Misión Tacaagle,Pilagás,Formosa,Noreste,1980,680
Misión Tacaagle,Pilagás,Formosa,Noreste,1970,NA
Misión Tacaagle,Pilagás,Formosa,Noreste,1960,570
San José ,Coronel Suárez,Buenos Aires,Pampeana,2010,2234
San José ,Coronel Suárez,Buenos Aires,Pampeana,2001,2135
San José ,Coronel Suárez,Buenos Aires,Pampeana,1991,2096
San José ,Coronel Suárez,Buenos Aires,Pampeana,1980,1939
San José ,Coronel Suárez,Buenos Aires,Pampeana,1970,1735
San José ,Coronel Suárez,Buenos Aires,Pampeana,1960,NA
Tortugas,Belgrano,Santa Fe,Pampeana,2010,2234
Tortugas,Belgrano,Santa Fe,Pampeana,2001,2081
Tortugas,Belgrano,Santa Fe,Pampeana,1991,1922
Tortugas,Belgrano,Santa Fe,Pampeana,1980,1735
Tortugas,Belgrano,Santa Fe,Pampeana,1970,1551
Tortugas,Belgrano,Santa Fe,Pampeana,1960,1639
Beravebú,Caseros,Santa Fe,Pampeana,2010,2225
Beravebú,Caseros,Santa Fe,Pampeana,2001,2205
Beravebú,Caseros,Santa Fe,Pampeana,1991,2180
Beravebú,Caseros,Santa Fe,Pampeana,1980,2178
Beravebú,Caseros,Santa Fe,Pampeana,1970,1962
Beravebú,Caseros,Santa Fe,Pampeana,1960,1774
Winifreda,Conhelo,La Pampa,Pampeana,2010,2222
Winifreda,Conhelo,La Pampa,Pampeana,2001,2226
Winifreda,Conhelo,La Pampa,Pampeana,1991,2125
Winifreda,Conhelo,La Pampa,Pampeana,1980,1606
Winifreda,Conhelo,La Pampa,Pampeana,1970,1314
Winifreda,Conhelo,La Pampa,Pampeana,1960,1344
Colonia Benitez,1º de Mayo,Chaco,Noreste,2010,2212
Colonia Benitez,1º de Mayo,Chaco,Noreste,2001,1928
Colonia Benitez,1º de Mayo,Chaco,Noreste,1991,719
Colonia Benitez,1º de Mayo,Chaco,Noreste,1980,NA
Colonia Benitez,1º de Mayo,Chaco,Noreste,1970,NA
Colonia Benitez,1º de Mayo,Chaco,Noreste,1960,NA
9 de Julio ,San Roque,Corrientes,Noreste,2010,2209
9 de Julio ,San Roque,Corrientes,Noreste,2001,1903
9 de Julio ,San Roque,Corrientes,Noreste,1991,1229
9 de Julio ,San Roque,Corrientes,Noreste,1980,986
9 de Julio ,San Roque,Corrientes,Noreste,1970,1050
9 de Julio ,San Roque,Corrientes,Noreste,1960,794
San Carlos,San Carlos,Salta,Noroeste,2010,2209
San Carlos,San Carlos,Salta,Noroeste,2001,1887
San Carlos,San Carlos,Salta,Noroeste,1991,1492
San Carlos,San Carlos,Salta,Noroeste,1980,1139
San Carlos,San Carlos,Salta,Noroeste,1970,744
San Carlos,San Carlos,Salta,Noroeste,1960,NA
Coronel Bogado ,Rosario,Santa Fe,Pampeana,2010,2204
Coronel Bogado ,Rosario,Santa Fe,Pampeana,2001,2342
Coronel Bogado ,Rosario,Santa Fe,Pampeana,1991,2101
Coronel Bogado ,Rosario,Santa Fe,Pampeana,1980,1705
Coronel Bogado ,Rosario,Santa Fe,Pampeana,1970,1432
Coronel Bogado ,Rosario,Santa Fe,Pampeana,1960,1262
Las Acequias,Río Cuarto,Córdoba,Centro,2010,2201
Las Acequias,Río Cuarto,Córdoba,Centro,2001,2116
Las Acequias,Río Cuarto,Córdoba,Centro,1991,1984
Las Acequias,Río Cuarto,Córdoba,Centro,1980,1653
Las Acequias,Río Cuarto,Córdoba,Centro,1970,1548
Las Acequias,Río Cuarto,Córdoba,Centro,1960,1945
Calingasta ,Calingasta,San Juan,Cuyo,2010,2198
Calingasta ,Calingasta,San Juan,Cuyo,2001,2039
Calingasta ,Calingasta,San Juan,Cuyo,1991,1966
Calingasta ,Calingasta,San Juan,Cuyo,1980,1018
Calingasta ,Calingasta,San Juan,Cuyo,1970,921
Calingasta ,Calingasta,San Juan,Cuyo,1960,910
La Gallareta,Vera,Santa Fe,Pampeana,2010,2189
La Gallareta,Vera,Santa Fe,Pampeana,2001,2150
La Gallareta,Vera,Santa Fe,Pampeana,1991,2229
La Gallareta,Vera,Santa Fe,Pampeana,1980,2236
La Gallareta,Vera,Santa Fe,Pampeana,1970,2261
La Gallareta,Vera,Santa Fe,Pampeana,1960,3567
Ticino,General San Martín,Córdoba,Centro,2010,2188
Ticino,General San Martín,Córdoba,Centro,2001,1895
Ticino,General San Martín,Córdoba,Centro,1991,1314
Ticino,General San Martín,Córdoba,Centro,1980,1012
Ticino,General San Martín,Córdoba,Centro,1970,889
Ticino,General San Martín,Córdoba,Centro,1960,NA
La Caldera,La Caldera,Salta,Noroeste,2010,2186
La Caldera,La Caldera,Salta,Noroeste,2001,1565
La Caldera,La Caldera,Salta,Noroeste,1991,806
La Caldera,La Caldera,Salta,Noroeste,1980,746
La Caldera,La Caldera,Salta,Noroeste,1970,448
La Caldera,La Caldera,Salta,Noroeste,1960,NA
La Puerta,Río Primero,Córdoba,Centro,2010,2185
La Puerta,Río Primero,Córdoba,Centro,2001,1943
La Puerta,Río Primero,Córdoba,Centro,1991,1441
La Puerta,Río Primero,Córdoba,Centro,1980,1051
La Puerta,Río Primero,Córdoba,Centro,1970,1053
La Puerta,Río Primero,Córdoba,Centro,1960,1393
Las Perlas ,El Cuy,Río Negro,Comahue,2010,2182
Las Perlas ,El Cuy,Río Negro,Comahue,2001,928
Las Perlas ,El Cuy,Río Negro,Comahue,1991,266
Las Perlas ,El Cuy,Río Negro,Comahue,1980,225
Las Perlas ,El Cuy,Río Negro,Comahue,1970,99
Las Perlas ,El Cuy,Río Negro,Comahue,1960,NA
Country San Isidro - Country Chacras de la Villa,Colón,Córdoba,Centro,2010,2178
Country San Isidro - Country Chacras de la Villa,Colón,Córdoba,Centro,2001,202
Country San Isidro - Country Chacras de la Villa,Colón,Córdoba,Centro,1991,NA
Country San Isidro - Country Chacras de la Villa,Colón,Córdoba,Centro,1980,NA
Country San Isidro - Country Chacras de la Villa,Colón,Córdoba,Centro,1970,NA
Country San Isidro - Country Chacras de la Villa,Colón,Córdoba,Centro,1960,NA
Juan José Paso,Pehuajó,Buenos Aires,Pampeana,2010,2176
Juan José Paso,Pehuajó,Buenos Aires,Pampeana,2001,2296
Juan José Paso,Pehuajó,Buenos Aires,Pampeana,1991,2016
Juan José Paso,Pehuajó,Buenos Aires,Pampeana,1980,2397
Juan José Paso,Pehuajó,Buenos Aires,Pampeana,1970,1929
Juan José Paso,Pehuajó,Buenos Aires,Pampeana,1960,NA
Colonia Las Rosas,Tunuyán,Mendoza,Cuyo,2010,2169
Colonia Las Rosas,Tunuyán,Mendoza,Cuyo,2001,945
Colonia Las Rosas,Tunuyán,Mendoza,Cuyo,1991,760
Colonia Las Rosas,Tunuyán,Mendoza,Cuyo,1980,658
Colonia Las Rosas,Tunuyán,Mendoza,Cuyo,1970,NA
Colonia Las Rosas,Tunuyán,Mendoza,Cuyo,1960,NA
Villa Burruyacú ,Burruyacú,Tucumán,Noroeste,2010,2168
Villa Burruyacú ,Burruyacú,Tucumán,Noroeste,2001,1770
Villa Burruyacú ,Burruyacú,Tucumán,Noroeste,1991,966
Villa Burruyacú ,Burruyacú,Tucumán,Noroeste,1980,510
Villa Burruyacú ,Burruyacú,Tucumán,Noroeste,1970,672
Villa Burruyacú ,Burruyacú,Tucumán,Noroeste,1960,524
La Esperanza ,San Pedro,Jujuy,Noroeste,2010,2164
La Esperanza ,San Pedro,Jujuy,Noroeste,2001,2669
La Esperanza ,San Pedro,Jujuy,Noroeste,1991,2586
La Esperanza ,San Pedro,Jujuy,Noroeste,1980,3105
La Esperanza ,San Pedro,Jujuy,Noroeste,1970,3194
La Esperanza ,San Pedro,Jujuy,Noroeste,1960,5076
Piedritas,General Villegas,Buenos Aires,Pampeana,2010,2160
Piedritas,General Villegas,Buenos Aires,Pampeana,2001,1822
Piedritas,General Villegas,Buenos Aires,Pampeana,1991,1407
Piedritas,General Villegas,Buenos Aires,Pampeana,1980,1210
Piedritas,General Villegas,Buenos Aires,Pampeana,1970,879
Piedritas,General Villegas,Buenos Aires,Pampeana,1960,973
Rivadavia,Rivadavia,Salta,Noroeste,2010,2155
Rivadavia,Rivadavia,Salta,Noroeste,2001,1608
Rivadavia,Rivadavia,Salta,Noroeste,1991,953
Rivadavia,Rivadavia,Salta,Noroeste,1980,483
Rivadavia,Rivadavia,Salta,Noroeste,1970,NA
Rivadavia,Rivadavia,Salta,Noroeste,1960,215
Aldea Valle Marìa ,Diamante,Entre Ríos,Pampeana,2010,2149
Aldea Valle Marìa ,Diamante,Entre Ríos,Pampeana,2001,1627
Aldea Valle Marìa ,Diamante,Entre Ríos,Pampeana,1991,1119
Aldea Valle Marìa ,Diamante,Entre Ríos,Pampeana,1980,991
Aldea Valle Marìa ,Diamante,Entre Ríos,Pampeana,1970,863
Aldea Valle Marìa ,Diamante,Entre Ríos,Pampeana,1960,690
Agrelo,Luján de Cuyo,Mendoza,Cuyo,2010,2147
Agrelo,Luján de Cuyo,Mendoza,Cuyo,2001,1880
Agrelo,Luján de Cuyo,Mendoza,Cuyo,1991,749
Agrelo,Luján de Cuyo,Mendoza,Cuyo,1980,603
Agrelo,Luján de Cuyo,Mendoza,Cuyo,1970,677
Agrelo,Luján de Cuyo,Mendoza,Cuyo,1960,NA
Villa Mugueta,San Lorenzo,Santa Fe,Pampeana,2010,2139
Villa Mugueta,San Lorenzo,Santa Fe,Pampeana,2001,2283
Villa Mugueta,San Lorenzo,Santa Fe,Pampeana,1991,2295
Villa Mugueta,San Lorenzo,Santa Fe,Pampeana,1980,2030
Villa Mugueta,San Lorenzo,Santa Fe,Pampeana,1970,1619
Villa Mugueta,San Lorenzo,Santa Fe,Pampeana,1960,1551
Melincué (Est. San Urbano),General López,Santa Fe,Pampeana,2010,2139
Melincué (Est. San Urbano),General López,Santa Fe,Pampeana,2001,2118
Melincué (Est. San Urbano),General López,Santa Fe,Pampeana,1991,2101
Melincué (Est. San Urbano),General López,Santa Fe,Pampeana,1980,2266
Melincué (Est. San Urbano),General López,Santa Fe,Pampeana,1970,2130
Melincué (Est. San Urbano),General López,Santa Fe,Pampeana,1960,2046
Nicanor Olivera ,Necochea,Buenos Aires,Pampeana,2010,2131
Nicanor Olivera ,Necochea,Buenos Aires,Pampeana,2001,1978
Nicanor Olivera ,Necochea,Buenos Aires,Pampeana,1991,2013
Nicanor Olivera ,Necochea,Buenos Aires,Pampeana,1980,1852
Nicanor Olivera ,Necochea,Buenos Aires,Pampeana,1970,2185
Nicanor Olivera ,Necochea,Buenos Aires,Pampeana,1960,1662
Moquehuá ,Chivilcoy,Buenos Aires,Pampeana,2010,2130
