Localidad,Departamento,Provincia,Region,Anio,Poblacion Urbana
Arroyito,San Justo,Córdoba,Centro,2001,19577
Arroyito,San Justo,Córdoba,Centro,1991,15786
Arroyito,San Justo,Córdoba,Centro,1980,11321
Arroyito,San Justo,Córdoba,Centro,1970,8040
Arroyito,San Justo,Córdoba,Centro,1960,4244
Villa General San Martín - Campo Afuera ,Albardón,San Juan,Cuyo,2010,22046
Villa General San Martín - Campo Afuera ,Albardón,San Juan,Cuyo,2001,18205
Villa General San Martín - Campo Afuera ,Albardón,San Juan,Cuyo,1991,11910
Villa General San Martín - Campo Afuera ,Albardón,San Juan,Cuyo,1980,3951
Villa General San Martín - Campo Afuera ,Albardón,San Juan,Cuyo,1970,3940
Villa General San Martín - Campo Afuera ,Albardón,San Juan,Cuyo,1960,1858
Machagai,25 de Mayo,Chaco,Noreste,2010,21997
Machagai,25 de Mayo,Chaco,Noreste,2001,18346
Machagai,25 de Mayo,Chaco,Noreste,1991,11998
Machagai,25 de Mayo,Chaco,Noreste,1980,8775
Machagai,25 de Mayo,Chaco,Noreste,1970,5496
Machagai,25 de Mayo,Chaco,Noreste,1960,4716
San Justo,San Justo,Santa Fe,Pampeana,2010,21624
San Justo,San Justo,Santa Fe,Pampeana,2001,21078
San Justo,San Justo,Santa Fe,Pampeana,1991,18228
San Justo,San Justo,Santa Fe,Pampeana,1980,14155
San Justo,San Justo,Santa Fe,Pampeana,1970,11085
San Justo,San Justo,Santa Fe,Pampeana,1960,8878
Malargüe ,Malargüe,Mendoza,Cuyo,2010,21619
Malargüe ,Malargüe,Mendoza,Cuyo,2001,18077
Malargüe ,Malargüe,Mendoza,Cuyo,1991,15344
Malargüe ,Malargüe,Mendoza,Cuyo,1980,9549
Malargüe ,Malargüe,Mendoza,Cuyo,1970,5462
Malargüe ,Malargüe,Mendoza,Cuyo,1960,4853
Las Flores,Las Flores,Buenos Aires,Pampeana,2010,21455
Las Flores,Las Flores,Buenos Aires,Pampeana,2001,20722
Las Flores,Las Flores,Buenos Aires,Pampeana,1991,18716
Las Flores,Las Flores,Buenos Aires,Pampeana,1980,18311
Las Flores,Las Flores,Buenos Aires,Pampeana,1970,15655
Las Flores,Las Flores,Buenos Aires,Pampeana,1960,14838
Dean Funes,Ischilín,Córdoba,Centro,2010,21211
Dean Funes,Ischilín,Córdoba,Centro,2001,20164
Dean Funes,Ischilín,Córdoba,Centro,1991,18773
Dean Funes,Ischilín,Córdoba,Centro,1980,16351
Dean Funes,Ischilín,Córdoba,Centro,1970,15592
Dean Funes,Ischilín,Córdoba,Centro,1960,16280
Lules,Lules,Tucumán,Noroeste,2010,21088
Lules,Lules,Tucumán,Noroeste,2001,17878
Lules,Lules,Tucumán,Noroeste,1991,14195
Lules,Lules,Tucumán,Noroeste,1980,11399
Lules,Lules,Tucumán,Noroeste,1970,6044
Lules,Lules,Tucumán,Noroeste,1960,4828
San Vicente,Guaraní,Misiones,Noreste,2010,21068
San Vicente,Guaraní,Misiones,Noreste,2001,14793
San Vicente,Guaraní,Misiones,Noreste,1991,8683
San Vicente,Guaraní,Misiones,Noreste,1980,4946
San Vicente,Guaraní,Misiones,Noreste,1970,837
San Vicente,Guaraní,Misiones,Noreste,1960,NA
Pico Truncado,Deseado,Santa Cruz,Patagonia,2010,20889
Pico Truncado,Deseado,Santa Cruz,Patagonia,2001,14985
Pico Truncado,Deseado,Santa Cruz,Patagonia,1991,12757
Pico Truncado,Deseado,Santa Cruz,Patagonia,1980,9616
Pico Truncado,Deseado,Santa Cruz,Patagonia,1970,6021
Pico Truncado,Deseado,Santa Cruz,Patagonia,1960,1527
Embarcación ,Grl. José de San Martín,Salta,Noroeste,2010,20843
Embarcación ,Grl. José de San Martín,Salta,Noroeste,2001,18027
Embarcación ,Grl. José de San Martín,Salta,Noroeste,1991,13078
Embarcación ,Grl. José de San Martín,Salta,Noroeste,1980,9077
Embarcación ,Grl. José de San Martín,Salta,Noroeste,1970,7207
Embarcación ,Grl. José de San Martín,Salta,Noroeste,1960,5633
Rosario de Lerma,Rosario de Lerma,Salta,Noroeste,2010,20795
Rosario de Lerma,Rosario de Lerma,Salta,Noroeste,2001,17874
Rosario de Lerma,Rosario de Lerma,Salta,Noroeste,1991,13156
Rosario de Lerma,Rosario de Lerma,Salta,Noroeste,1980,9566
Rosario de Lerma,Rosario de Lerma,Salta,Noroeste,1970,6268
Rosario de Lerma,Rosario de Lerma,Salta,Noroeste,1960,3715
Arroyo Seco ,Rosario,Santa Fe,Pampeana,2010,20620
Arroyo Seco ,Rosario,Santa Fe,Pampeana,2001,19047
Arroyo Seco ,Rosario,Santa Fe,Pampeana,1991,16755
Arroyo Seco ,Rosario,Santa Fe,Pampeana,1980,12787
Arroyo Seco ,Rosario,Santa Fe,Pampeana,1970,11969
Arroyo Seco ,Rosario,Santa Fe,Pampeana,1960,8529
Sunchales,Castellanos,Santa Fe,Pampeana,2010,20537
Sunchales,Castellanos,Santa Fe,Pampeana,2001,17676
Sunchales,Castellanos,Santa Fe,Pampeana,1991,15521
Sunchales,Castellanos,Santa Fe,Pampeana,1980,12659
Sunchales,Castellanos,Santa Fe,Pampeana,1970,10393
Sunchales,Castellanos,Santa Fe,Pampeana,1960,6427
Laboulaye ,Pres. Roque Sáenz Peña,Córdoba,Centro,2010,20534
Laboulaye ,Pres. Roque Sáenz Peña,Córdoba,Centro,2001,19908
Laboulaye ,Pres. Roque Sáenz Peña,Córdoba,Centro,1991,18803
Laboulaye ,Pres. Roque Sáenz Peña,Córdoba,Centro,1980,16919
Laboulaye ,Pres. Roque Sáenz Peña,Córdoba,Centro,1970,13537
Laboulaye ,Pres. Roque Sáenz Peña,Córdoba,Centro,1960,11265
Carmen de Patagones ,Patagones,Buenos Aires,Pampeana,2010,20533
Carmen de Patagones ,Patagones,Buenos Aires,Pampeana,2001,18189
Carmen de Patagones ,Patagones,Buenos Aires,Pampeana,1991,17075
Carmen de Patagones ,Patagones,Buenos Aires,Pampeana,1980,14096
Carmen de Patagones ,Patagones,Buenos Aires,Pampeana,1970,9587
Carmen de Patagones ,Patagones,Buenos Aires,Pampeana,1960,6572
Pirané,Pirané,Formosa,Noreste,2010,20335
Pirané,Pirané,Formosa,Noreste,2001,19124
Pirané,Pirané,Formosa,Noreste,1991,14199
Pirané,Pirané,Formosa,Noreste,1980,9039
Pirané,Pirané,Formosa,Noreste,1970,4210
Pirané,Pirané,Formosa,Noreste,1960,3500
Coronel Pringles (Est. Pringles),Coronel Pringles,Buenos Aires,Pampeana,2010,20263
Coronel Pringles (Est. Pringles),Coronel Pringles,Buenos Aires,Pampeana,2001,20605
Coronel Pringles (Est. Pringles),Coronel Pringles,Buenos Aires,Pampeana,1991,18303
Coronel Pringles (Est. Pringles),Coronel Pringles,Buenos Aires,Pampeana,1980,16691
Coronel Pringles (Est. Pringles),Coronel Pringles,Buenos Aires,Pampeana,1970,16228
Coronel Pringles (Est. Pringles),Coronel Pringles,Buenos Aires,Pampeana,1960,14180
Coronel Brandsen ,Brandsen,Buenos Aires,Pampeana,2010,19877
Coronel Brandsen ,Brandsen,Buenos Aires,Pampeana,2001,16732
Coronel Brandsen ,Brandsen,Buenos Aires,Pampeana,1991,12957
Coronel Brandsen ,Brandsen,Buenos Aires,Pampeana,1980,10402
Coronel Brandsen ,Brandsen,Buenos Aires,Pampeana,1970,7688
Coronel Brandsen ,Brandsen,Buenos Aires,Pampeana,1960,5500
Delfín Gallo - La Florida - Colombres ,Cruz Alta,Tucumán,Noroeste,2010,19873
Delfín Gallo - La Florida - Colombres ,Cruz Alta,Tucumán,Noroeste,2001,16553
Delfín Gallo - La Florida - Colombres ,Cruz Alta,Tucumán,Noroeste,1991,13991
Delfín Gallo - La Florida - Colombres ,Cruz Alta,Tucumán,Noroeste,1980,11111
Delfín Gallo - La Florida - Colombres ,Cruz Alta,Tucumán,Noroeste,1970,9486
Delfín Gallo - La Florida - Colombres ,Cruz Alta,Tucumán,Noroeste,1960,9800
San Antonio de Areco,San Antonio de Areco,Buenos Aires,Pampeana,2010,19768
San Antonio de Areco,San Antonio de Areco,Buenos Aires,Pampeana,2001,17764
San Antonio de Areco,San Antonio de Areco,Buenos Aires,Pampeana,1991,15396
San Antonio de Areco,San Antonio de Areco,Buenos Aires,Pampeana,1980,13060
San Antonio de Areco,San Antonio de Areco,Buenos Aires,Pampeana,1970,10788
San Antonio de Areco,San Antonio de Areco,Buenos Aires,Pampeana,1960,9249
Rojas,Rojas,Buenos Aires,Pampeana,2010,19766
Rojas,Rojas,Buenos Aires,Pampeana,2001,18708
Rojas,Rojas,Buenos Aires,Pampeana,1991,17202
Rojas,Rojas,Buenos Aires,Pampeana,1980,14330
Rojas,Rojas,Buenos Aires,Pampeana,1970,10074
Rojas,Rojas,Buenos Aires,Pampeana,1960,9446
Firmat,General López,Santa Fe,Pampeana,2010,19757
Firmat,General López,Santa Fe,Pampeana,2001,17908
Firmat,General López,Santa Fe,Pampeana,1991,17086
Firmat,General López,Santa Fe,Pampeana,1980,14346
Firmat,General López,Santa Fe,Pampeana,1970,11127
Firmat,General López,Santa Fe,Pampeana,1960,8421
Ituzaingó,Ituzaingó,Corrientes,Noreste,2010,19575
Ituzaingó,Ituzaingó,Corrientes,Noreste,2001,19073
Ituzaingó,Ituzaingó,Corrientes,Noreste,1991,16995
Ituzaingó,Ituzaingó,Corrientes,Noreste,1980,8687
Ituzaingó,Ituzaingó,Corrientes,Noreste,1970,2429
Ituzaingó,Ituzaingó,Corrientes,Noreste,1960,2459
Crespo ,Paraná,Entre Ríos,Pampeana,2010,19536
Crespo ,Paraná,Entre Ríos,Pampeana,2001,17465
Crespo ,Paraná,Entre Ríos,Pampeana,1991,13584
Crespo ,Paraná,Entre Ríos,Pampeana,1980,10648
Crespo ,Paraná,Entre Ríos,Pampeana,1970,7615
Crespo ,Paraná,Entre Ríos,Pampeana,1960,5500
Vera (Est. Gobernador Vera) ,Vera,Santa Fe,Pampeana,2010,19185
Vera (Est. Gobernador Vera) ,Vera,Santa Fe,Pampeana,2001,17823
Vera (Est. Gobernador Vera) ,Vera,Santa Fe,Pampeana,1991,16206
Vera (Est. Gobernador Vera) ,Vera,Santa Fe,Pampeana,1980,13573
Vera (Est. Gobernador Vera) ,Vera,Santa Fe,Pampeana,1970,10644
Vera (Est. Gobernador Vera) ,Vera,Santa Fe,Pampeana,1960,9196
Diamante,Diamante,Entre Ríos,Pampeana,2010,19142
Diamante,Diamante,Entre Ríos,Pampeana,2001,18285
Diamante,Diamante,Entre Ríos,Pampeana,1991,15842
Diamante,Diamante,Entre Ríos,Pampeana,1980,13476
Diamante,Diamante,Entre Ríos,Pampeana,1970,12686
Diamante,Diamante,Entre Ríos,Pampeana,1960,12306
Esquina,Esquina,Corrientes,Noreste,2010,19081
Esquina,Esquina,Corrientes,Noreste,2001,17431
Esquina,Esquina,Corrientes,Noreste,1991,13430
Esquina,Esquina,Corrientes,Noreste,1980,10380
Esquina,Esquina,Corrientes,Noreste,1970,6931
Esquina,Esquina,Corrientes,Noreste,1960,7619
Gálvez,San Jerónimo,Santa Fe,Pampeana,2010,19061
Gálvez,San Jerónimo,Santa Fe,Pampeana,2001,18176
Gálvez,San Jerónimo,Santa Fe,Pampeana,1991,16814
Gálvez,San Jerónimo,Santa Fe,Pampeana,1980,14714
Gálvez,San Jerónimo,Santa Fe,Pampeana,1970,12195
Gálvez,San Jerónimo,Santa Fe,Pampeana,1960,10457
Profesor Salvador Mazza ,General José de San Martín,Salta,Noroeste,2010,18899
Profesor Salvador Mazza ,General José de San Martín,Salta,Noroeste,2001,16068
Profesor Salvador Mazza ,General José de San Martín,Salta,Noroeste,1991,9387
Profesor Salvador Mazza ,General José de San Martín,Salta,Noroeste,1980,5285
Profesor Salvador Mazza ,General José de San Martín,Salta,Noroeste,1970,4404
Profesor Salvador Mazza ,General José de San Martín,Salta,Noroeste,1960,2532
Montecarlo,Montecarlo,Misiones,Noreste,2010,18827
Montecarlo,Montecarlo,Misiones,Noreste,2001,16300
Montecarlo,Montecarlo,Misiones,Noreste,1991,12417
Montecarlo,Montecarlo,Misiones,Noreste,1980,6161
Montecarlo,Montecarlo,Misiones,Noreste,1970,2589
Montecarlo,Montecarlo,Misiones,Noreste,1960,1764
Rufino,General López,Santa Fe,Pampeana,2010,18727
Rufino,General López,Santa Fe,Pampeana,2001,18063
Rufino,General López,Santa Fe,Pampeana,1991,17540
Rufino,General López,Santa Fe,Pampeana,1980,15324
Rufino,General López,Santa Fe,Pampeana,1970,14138
Rufino,General López,Santa Fe,Pampeana,1960,12405
Rincón de los Sauces,Pehuenches,Neuquén,Comahue,2010,18691
Rincón de los Sauces,Pehuenches,Neuquén,Comahue,2001,10071
Rincón de los Sauces,Pehuenches,Neuquén,Comahue,1991,3475
Rincón de los Sauces,Pehuenches,Neuquén,Comahue,1980,1205
Rincón de los Sauces,Pehuenches,Neuquén,Comahue,1970,NA
Rincón de los Sauces,Pehuenches,Neuquén,Comahue,1960,NA
Juan Bautista Alberdi ,Juan Bautista Alberdi,Tucumán,Noroeste,2010,18430
Juan Bautista Alberdi ,Juan Bautista Alberdi,Tucumán,Noroeste,2001,17263
Juan Bautista Alberdi ,Juan Bautista Alberdi,Tucumán,Noroeste,1991,14446
Juan Bautista Alberdi ,Juan Bautista Alberdi,Tucumán,Noroeste,1980,9794
Juan Bautista Alberdi ,Juan Bautista Alberdi,Tucumán,Noroeste,1970,7872
Juan Bautista Alberdi ,Juan Bautista Alberdi,Tucumán,Noroeste,1960,7266
Carlos Casares,Carlos Casares,Buenos Aires,Pampeana,2010,18347
Carlos Casares,Carlos Casares,Buenos Aires,Pampeana,2001,17155
Carlos Casares,Carlos Casares,Buenos Aires,Pampeana,1991,15200
Carlos Casares,Carlos Casares,Buenos Aires,Pampeana,1980,13387
Carlos Casares,Carlos Casares,Buenos Aires,Pampeana,1970,10775
Carlos Casares,Carlos Casares,Buenos Aires,Pampeana,1960,9218
General Villegas (Est. Villegas),General Villegas,Buenos Aires,Pampeana,2010,18275
General Villegas (Est. Villegas),General Villegas,Buenos Aires,Pampeana,2001,16270
General Villegas (Est. Villegas),General Villegas,Buenos Aires,Pampeana,1991,13084
General Villegas (Est. Villegas),General Villegas,Buenos Aires,Pampeana,1980,11311
General Villegas (Est. Villegas),General Villegas,Buenos Aires,Pampeana,1970,8884
General Villegas (Est. Villegas),General Villegas,Buenos Aires,Pampeana,1960,7120
General Juan Madariaga,General Juan Madariaga,Buenos Aires,Pampeana,2010,18089
General Juan Madariaga,General Juan Madariaga,Buenos Aires,Pampeana,2001,16763
General Juan Madariaga,General Juan Madariaga,Buenos Aires,Pampeana,1991,14717
General Juan Madariaga,General Juan Madariaga,Buenos Aires,Pampeana,1980,13485
General Juan Madariaga,General Juan Madariaga,Buenos Aires,Pampeana,1970,10280
General Juan Madariaga,General Juan Madariaga,Buenos Aires,Pampeana,1960,8693
Las Heras,Deseado,Santa Cruz,Patagonia,2010,17821
Las Heras,Deseado,Santa Cruz,Patagonia,2001,9303
Las Heras,Deseado,Santa Cruz,Patagonia,1991,6328
Las Heras,Deseado,Santa Cruz,Patagonia,1980,3200
Las Heras,Deseado,Santa Cruz,Patagonia,1970,2151
Las Heras,Deseado,Santa Cruz,Patagonia,1960,1880
Santa Elena,La Paz,Entre Ríos,Pampeana,2010,17791
Santa Elena,La Paz,Entre Ríos,Pampeana,2001,17658
Santa Elena,La Paz,Entre Ríos,Pampeana,1991,17065
Santa Elena,La Paz,Entre Ríos,Pampeana,1980,14816
Santa Elena,La Paz,Entre Ríos,Pampeana,1970,11525
Santa Elena,La Paz,Entre Ríos,Pampeana,1960,9500
San Jorge,San Martín,Santa Fe,Pampeana,2010,17615
San Jorge,San Martín,Santa Fe,Pampeana,2001,16303
San Jorge,San Martín,Santa Fe,Pampeana,1991,14108
San Jorge,San Martín,Santa Fe,Pampeana,1980,11532
San Jorge,San Martín,Santa Fe,Pampeana,1970,10625
San Jorge,San Martín,Santa Fe,Pampeana,1960,8509
Catriel,General Roca,Río Negro,Comahue,2010,17584
Catriel,General Roca,Río Negro,Comahue,2001,14720
Catriel,General Roca,Río Negro,Comahue,1991,15796
Catriel,General Roca,Río Negro,Comahue,1980,13273
Catriel,General Roca,Río Negro,Comahue,1970,4472
Catriel,General Roca,Río Negro,Comahue,1960,300
Ayacucho,Ayacucho,Buenos Aires,Pampeana,2010,17364
Ayacucho,Ayacucho,Buenos Aires,Pampeana,2001,16444
Ayacucho,Ayacucho,Buenos Aires,Pampeana,1991,14903
Ayacucho,Ayacucho,Buenos Aires,Pampeana,1980,12721
Ayacucho,Ayacucho,Buenos Aires,Pampeana,1970,12046
Ayacucho,Ayacucho,Buenos Aires,Pampeana,1960,10004
Merlo,Junín,San Luis,Centro,2010,17084
Merlo,Junín,San Luis,Centro,2001,11159
Merlo,Junín,San Luis,Centro,1991,6079
Merlo,Junín,San Luis,Centro,1980,3325
Merlo,Junín,San Luis,Centro,1970,1169
Merlo,Junín,San Luis,Centro,1960,2010
El Bolsón ,Bariloche,Río Negro,Comahue,2010,17061
El Bolsón ,Bariloche,Río Negro,Comahue,2001,13560
El Bolsón ,Bariloche,Río Negro,Comahue,1991,9987
El Bolsón ,Bariloche,Río Negro,Comahue,1980,5010
El Bolsón ,Bariloche,Río Negro,Comahue,1970,2678
El Bolsón ,Bariloche,Río Negro,Comahue,1960,1932
San Miguel del Monte (Est. Monte) ,Monte,Buenos Aires,Pampeana,2010,17005
San Miguel del Monte (Est. Monte) ,Monte,Buenos Aires,Pampeana,2001,13384
San Miguel del Monte (Est. Monte) ,Monte,Buenos Aires,Pampeana,1991,10777
San Miguel del Monte (Est. Monte) ,Monte,Buenos Aires,Pampeana,1980,8429
San Miguel del Monte (Est. Monte) ,Monte,Buenos Aires,Pampeana,1970,5768
San Miguel del Monte (Est. Monte) ,Monte,Buenos Aires,Pampeana,1960,4750
Tres Isletas,Maipú,Chaco,Noreste,2010,16976
Tres Isletas,Maipú,Chaco,Noreste,2001,14096
Tres Isletas,Maipú,Chaco,Noreste,1991,8318
Tres Isletas,Maipú,Chaco,Noreste,1980,5027
Tres Isletas,Maipú,Chaco,Noreste,1970,3042
Tres Isletas,Maipú,Chaco,Noreste,1960,2600
Morteros ,San Justo,Córdoba,Centro,2010,16890
Morteros ,San Justo,Córdoba,Centro,2001,15129
Morteros ,San Justo,Córdoba,Centro,1991,13254
Morteros ,San Justo,Córdoba,Centro,1980,11473
Morteros ,San Justo,Córdoba,Centro,1970,9669
Morteros ,San Justo,Córdoba,Centro,1960,7351
La Quiaca ,Yavi,Jujuy,Noroeste,2010,16874
La Quiaca ,Yavi,Jujuy,Noroeste,2001,13761
La Quiaca ,Yavi,Jujuy,Noroeste,1991,11499
La Quiaca ,Yavi,Jujuy,Noroeste,1980,8118
La Quiaca ,Yavi,Jujuy,Noroeste,1970,6034
La Quiaca ,Yavi,Jujuy,Noroeste,1960,6290
Coronda,San Jerónimo,Santa Fe,Pampeana,2010,16873
Coronda,San Jerónimo,Santa Fe,Pampeana,2001,15164
Coronda,San Jerónimo,Santa Fe,Pampeana,1991,12685
Coronda,San Jerónimo,Santa Fe,Pampeana,1980,11572
Coronda,San Jerónimo,Santa Fe,Pampeana,1970,9100
Coronda,San Jerónimo,Santa Fe,Pampeana,1960,6430
Federación,Federación,Entre Ríos,Pampeana,2010,16658
Federación,Federación,Entre Ríos,Pampeana,2001,12260
Federación,Federación,Entre Ríos,Pampeana,1991,9073
Federación,Federación,Entre Ríos,Pampeana,1980,7266
Federación,Federación,Entre Ríos,Pampeana,1970,4876
Federación,Federación,Entre Ríos,Pampeana,1960,4247
El Calafate,Lago Argentino,Santa Cruz,Patagonia,2010,16655
El Calafate,Lago Argentino,Santa Cruz,Patagonia,2001,6410
El Calafate,Lago Argentino,Santa Cruz,Patagonia,1991,3101
El Calafate,Lago Argentino,Santa Cruz,Patagonia,1980,1387
El Calafate,Lago Argentino,Santa Cruz,Patagonia,1970,854
El Calafate,Lago Argentino,Santa Cruz,Patagonia,1960,567
San José ,Colón,Entre Ríos,Pampeana,2010,16336
San José ,Colón,Entre Ríos,Pampeana,2001,13406
San José ,Colón,Entre Ríos,Pampeana,1991,10535
San José ,Colón,Entre Ríos,Pampeana,1980,8704
San José ,Colón,Entre Ríos,Pampeana,1970,6182
San José ,Colón,Entre Ríos,Pampeana,1960,3680
Joaquín V. González,Anta,Salta,Noroeste,2010,16329
Joaquín V. González,Anta,Salta,Noroeste,2001,13376
Joaquín V. González,Anta,Salta,Noroeste,1991,9139
Joaquín V. González,Anta,Salta,Noroeste,1980,6067
Joaquín V. González,Anta,Salta,Noroeste,1970,4351
Joaquín V. González,Anta,Salta,Noroeste,1960,3274
Carcarañá,San Lorenzo,Santa Fe,Pampeana,2010,16277
Carcarañá,San Lorenzo,Santa Fe,Pampeana,2001,15203
Carcarañá,San Lorenzo,Santa Fe,Pampeana,1991,14016
Carcarañá,San Lorenzo,Santa Fe,Pampeana,1980,11229
Carcarañá,San Lorenzo,Santa Fe,Pampeana,1970,8201
Carcarañá,San Lorenzo,Santa Fe,Pampeana,1960,5894
San Antonio Oeste,San Antonio,Río Negro,Comahue,2010,16265
San Antonio Oeste,San Antonio,Río Negro,Comahue,2001,13753
San Antonio Oeste,San Antonio,Río Negro,Comahue,1991,11520
San Antonio Oeste,San Antonio,Río Negro,Comahue,1980,8698
San Antonio Oeste,San Antonio,Río Negro,Comahue,1970,6599
San Antonio Oeste,San Antonio,Río Negro,Comahue,1960,5092
San Andrés de Giles,San Andrés de Giles,Buenos Aires,Pampeana,2010,16243
San Andrés de Giles,San Andrés de Giles,Buenos Aires,Pampeana,2001,13941
San Andrés de Giles,San Andrés de Giles,Buenos Aires,Pampeana,1991,11345
San Andrés de Giles,San Andrés de Giles,Buenos Aires,Pampeana,1980,9835
San Andrés de Giles,San Andrés de Giles,Buenos Aires,Pampeana,1970,8955
San Andrés de Giles,San Andrés de Giles,Buenos Aires,Pampeana,1960,7546
Las Varillas,San Justo,Córdoba,Centro,2010,16238
Las Varillas,San Justo,Córdoba,Centro,2001,14649
Las Varillas,San Justo,Córdoba,Centro,1991,13688
Las Varillas,San Justo,Córdoba,Centro,1980,10636
Las Varillas,San Justo,Córdoba,Centro,1970,8608
Las Varillas,San Justo,Córdoba,Centro,1960,7045
Federal ,Federal,Entre Ríos,Pampeana,2010,16075
Federal ,Federal,Entre Ríos,Pampeana,2001,14478
Federal ,Federal,Entre Ríos,Pampeana,1991,11244
Federal ,Federal,Entre Ríos,Pampeana,1980,8987
Federal ,Federal,Entre Ríos,Pampeana,1970,6977
Federal ,Federal,Entre Ríos,Pampeana,1960,6800
Puerto Rico ,Libertador Grl. San Martín,Misiones,Noreste,2010,15995
Puerto Rico ,Libertador Grl. San Martín,Misiones,Noreste,2001,14520
Puerto Rico ,Libertador Grl. San Martín,Misiones,Noreste,1991,12124
Puerto Rico ,Libertador Grl. San Martín,Misiones,Noreste,1980,8160
Puerto Rico ,Libertador Grl. San Martín,Misiones,Noreste,1970,3838
Puerto Rico ,Libertador Grl. San Martín,Misiones,Noreste,1960,2267
Colonia Santa Rosa,Orán,Salta,Noroeste,2010,15562
Colonia Santa Rosa,Orán,Salta,Noroeste,2001,14019
Colonia Santa Rosa,Orán,Salta,Noroeste,1991,7845
Colonia Santa Rosa,Orán,Salta,Noroeste,1980,3517
Colonia Santa Rosa,Orán,Salta,Noroeste,1970,2294
Colonia Santa Rosa,Orán,Salta,Noroeste,1960,1535
Villa Aberastain - La Rinconada ,Pocito,San Juan,Cuyo,2010,15409
Villa Aberastain - La Rinconada ,Pocito,San Juan,Cuyo,2001,11879
Villa Aberastain - La Rinconada ,Pocito,San Juan,Cuyo,1991,8146
Villa Aberastain - La Rinconada ,Pocito,San Juan,Cuyo,1980,5986
Villa Aberastain - La Rinconada ,Pocito,San Juan,Cuyo,1970,2950
Villa Aberastain - La Rinconada ,Pocito,San Juan,Cuyo,1960,2712
General Belgrano,General Belgrano,Buenos Aires,Pampeana,2010,15394
General Belgrano,General Belgrano,Buenos Aires,Pampeana,2001,13516
General Belgrano,General Belgrano,Buenos Aires,Pampeana,1991,11643
General Belgrano,General Belgrano,Buenos Aires,Pampeana,1980,10113
General Belgrano,General Belgrano,Buenos Aires,Pampeana,1970,8000
General Belgrano,General Belgrano,Buenos Aires,Pampeana,1960,6994
Villa del Rosario ,Río Segundo,Córdoba,Centro,2010,15313
Villa del Rosario ,Río Segundo,Córdoba,Centro,2001,13741
Villa del Rosario ,Río Segundo,Córdoba,Centro,1991,11564
Villa del Rosario ,Río Segundo,Córdoba,Centro,1980,10146
Villa del Rosario ,Río Segundo,Córdoba,Centro,1970,8060
Villa del Rosario ,Río Segundo,Córdoba,Centro,1960,6493
General Mosconi  ,General José de San Martín,Salta,Noroeste,2010,15295
General Mosconi  ,General José de San Martín,Salta,Noroeste,2001,13218
General Mosconi  ,General José de San Martín,Salta,Noroeste,1991,11231
General Mosconi  ,General José de San Martín,Salta,Noroeste,1980,8080
General Mosconi  ,General José de San Martín,Salta,Noroeste,1970,6359
General Mosconi  ,General José de San Martín,Salta,Noroeste,1960,4478
Puerto Esperanza  ,Iguazú,Misiones,Noreste,2010,15204
Puerto Esperanza  ,Iguazú,Misiones,Noreste,2001,13749
Puerto Esperanza  ,Iguazú,Misiones,Noreste,1991,10313
Puerto Esperanza  ,Iguazú,Misiones,Noreste,1980,4457
Puerto Esperanza  ,Iguazú,Misiones,Noreste,1970,2019
Puerto Esperanza  ,Iguazú,Misiones,Noreste,1960,1363
Quimilí,Moreno,Santiago del Estero,Pampeana,2010,15052
Quimilí,Moreno,Santiago del Estero,Pampeana,2001,10959
Quimilí,Moreno,Santiago del Estero,Pampeana,1991,6703
Quimilí,Moreno,Santiago del Estero,Pampeana,1980,9000
Quimilí,Moreno,Santiago del Estero,Pampeana,1970,7108
Quimilí,Moreno,Santiago del Estero,Pampeana,1960,6000
Villa Ocampo,General Obligado,Santa Fe,Pampeana,2010,15037
Villa Ocampo,General Obligado,Santa Fe,Pampeana,2001,14119
Villa Ocampo,General Obligado,Santa Fe,Pampeana,1991,11780
Villa Ocampo,General Obligado,Santa Fe,Pampeana,1980,9104
Villa Ocampo,General Obligado,Santa Fe,Pampeana,1970,8104
Villa Ocampo,General Obligado,Santa Fe,Pampeana,1960,7738
Mina Clavero - Villa Cura Brochero ,San Alberto,Córdoba,Centro,2010,14838
Mina Clavero - Villa Cura Brochero ,San Alberto,Córdoba,Centro,2001,11562
Mina Clavero - Villa Cura Brochero ,San Alberto,Córdoba,Centro,1991,8255
Mina Clavero - Villa Cura Brochero ,San Alberto,Córdoba,Centro,1980,6097
Mina Clavero - Villa Cura Brochero ,San Alberto,Córdoba,Centro,1970,4087
Mina Clavero - Villa Cura Brochero ,San Alberto,Córdoba,Centro,1960,4145
Bella Vista,Leales,Tucumán,Noroeste,2010,14791
Bella Vista,Leales,Tucumán,Noroeste,2001,12996
Bella Vista,Leales,Tucumán,Noroeste,1991,11089
Bella Vista,Leales,Tucumán,Noroeste,1980,9202
Bella Vista,Leales,Tucumán,Noroeste,1970,7013
Bella Vista,Leales,Tucumán,Noroeste,1960,6816
Villa Carmela,Yerba Buena,Tucumán,Noroeste,2010,14728
Villa Carmela,Yerba Buena,Tucumán,Noroeste,2001,10780
Villa Carmela,Yerba Buena,Tucumán,Noroeste,1991,6093
Villa Carmela,Yerba Buena,Tucumán,Noroeste,1980,2243
Villa Carmela,Yerba Buena,Tucumán,Noroeste,1970,1187
Villa Carmela,Yerba Buena,Tucumán,Noroeste,1960,1000
Tostado,9 de Julio,Santa Fe,Pampeana,2010,14582
Tostado,9 de Julio,Santa Fe,Pampeana,2001,13446
